Shimadzu measurement
Filename
739Labor_aprilis_14_Al.dat
Identifier
2mN/s meres
Date 2016:4:14
Time 9:24
Indentsize=0 [æm]
 Time [s]         Load [mN]       Displ [æm] 
     20.549986     41.995194      4.961226
     20.599987     41.042247      4.959307
     20.649989     40.079612      4.957579
     20.699992     39.131452      4.955353
     20.749994     38.175568      4.952984
     20.799997     37.222497      4.950668
     20.849999     36.271958      4.948156
     20.900000     35.320037      4.945713
     20.949972     34.363208      4.943636
     20.999975     33.411729      4.941400
     21.049977     32.459571      4.938961
     21.099979     31.498867      4.936460
     21.149982     30.535356      4.934027
     21.199983     29.577862      4.931898
     21.249985     28.622122      4.929493
     21.299988     27.660025      4.927024
     21.349990     26.707467      4.924985
     21.399993     25.743962      4.922722
     21.449994     24.785864      4.920319
     21.499996     23.829580      4.918218
     21.549999     22.878591      4.916205
     21.600001     21.925654      4.914027
     21.649973     20.964249      4.911761
     21.699975     20.006209      4.909295
     21.749977     19.054861      4.906954
     21.799979     18.093666      4.904846
     21.849981     17.137646      4.902766
     21.899984     16.183843      4.900284
     21.949986     15.231425      4.897806
     21.999988     14.274760      4.895393
     22.049990     13.320376      4.892976
     22.099992     12.361942      4.890497
     22.149995     11.402914      4.887899
     22.199997     10.451286      4.885133
     22.249999      9.504488      4.882400
     22.299971      8.556543      4.880001
     22.349973      7.605735      4.867711
     22.399975      6.662116      4.777119
     22.449977      5.718863      4.539334
     22.499980      4.962099      4.161384
     22.549982      4.369515      3.695679
     22.599984      3.932015      3.213310
     22.649986      3.634703      2.798466
     22.699988      3.463559      2.535887
     22.749990      3.398031      2.490547
     22.799993      3.436714      2.582251
     22.849995      3.560642      2.744192
     22.899998      3.769834      2.927416
     22.949999      4.048441      3.108918
     22.999971      4.402338      3.279107
     23.049973      4.817282      3.435634
     23.099976      5.282286      3.578034
     23.149978      5.800278      3.706926
     23.199979      6.358025      3.823662
     23.249982      6.955214      3.928907
     23.299984      7.591563      4.023872
     23.349986      8.259493      4.109462
     23.399989      8.949742      4.187043
     23.449991      9.676559      4.256926
     23.499993     10.421028      4.320249
     23.549995     11.188708      4.377544
     23.599997     11.969953      4.429171
     23.650000     12.771952      4.476124
     23.699971     13.588967      4.518503
     23.749974     14.420108      4.557072
     23.799975     15.271285      4.591967
     23.849978     16.133782      4.623738
     23.899980     16.998531      4.652333
     23.949982     17.875684      4.678312
     23.999985     18.762169      4.701937
     24.049987     19.650339      4.723444
     24.099988     20.550401      4.743167
     24.149991     21.450181      4.761039
     24.199993     22.366795      4.777063
     24.249996     23.265602      4.791973
     24.299998     24.176458      4.805392
     24.350000     25.090224      4.817897
     24.399971     26.023089      4.829212
     24.449973     26.956053      4.839822
     24.499976     27.887885      4.849616
     24.549978     28.815646      4.858736
     24.599981     29.749510      4.866882
     24.649982     30.687645      4.874275
     24.699984     31.620469      4.881173
     24.749987     32.563161      4.887259
     24.799989     33.505580      4.893224
     24.849991     34.450804      4.898899
     24.899994     35.391229      4.904189
     24.949995     36.336490      4.909133
     24.999998     37.280000      4.913582
     25.049999     38.232309      4.917892
     25.099971     39.177890      4.921893
     25.149973     40.133285      4.925921
     25.199976     41.084694      4.929486
     25.249978     42.031296      4.932876
     25.299979     42.983337      4.936233
     25.349982     43.937221      4.939499
     25.399984     44.889712      4.942316
     25.449986     45.847664      4.945278
     25.499989     46.798933      4.948250
     25.549991     47.752733      4.950985
     25.599993     48.695383      4.953569
     25.649995     49.653632      4.956138
